model_id,batch_index,iteration,iteration_start,iteration_end,iteration_duration_seconds,success,return_code,tokens_used_this_iter_total,tokens_used_total
97,4,1,2026-02-20T15:33:29.757056Z,2026-02-20T15:34:13.938652Z,44.18192966700008,False,1,2577,2577
97,4,2,2026-02-20T15:34:13.938732Z,2026-02-20T15:34:52.719328Z,38.78090466700087,True,0,3761,6338
91,4,1,2026-02-20T15:33:30.269559Z,2026-02-20T15:34:30.813141Z,60.544008083001245,False,1,3483,3483
91,4,2,2026-02-20T15:34:30.813235Z,2026-02-20T15:34:46.638368Z,15.825257457996486,False,1,2736,6219
91,4,3,2026-02-20T15:34:46.638403Z,2026-02-20T15:34:59.673334Z,13.035054874999332,True,0,1393,7612
94,4,1,2026-02-20T15:33:30.110272Z,2026-02-20T15:33:52.076265Z,21.966143207988353,False,1,1408,1408
94,4,2,2026-02-20T15:33:52.076307Z,2026-02-20T15:34:45.512835Z,53.43692658399232,False,1,4206,5614
94,4,3,2026-02-20T15:34:45.512888Z,2026-02-20T15:35:08.739308Z,23.22661241599417,True,0,1848,7462
95,4,1,2026-02-20T15:33:29.980379Z,2026-02-20T15:34:18.416442Z,48.43640800000867,False,1,2869,2869
95,4,2,2026-02-20T15:34:18.416506Z,2026-02-20T15:35:20.207377Z,61.791329667001264,True,0,4098,6967
99,4,1,2026-02-20T15:34:10.575945Z,2026-02-20T15:35:46.681797Z,96.10652899999695,True,0,5401,5401
101,4,1,2026-02-20T15:34:53.910000Z,2026-02-20T15:35:58.284885Z,64.37534470899845,True,0,3705,3705
100,4,1,2026-02-20T15:34:38.777657Z,2026-02-20T15:35:37.100238Z,58.322996125003556,False,1,3427,3427
100,4,2,2026-02-20T15:35:37.100304Z,2026-02-20T15:36:03.706824Z,26.606744457996683,True,0,2402,5829
102,4,1,2026-02-20T15:35:00.885176Z,2026-02-20T15:36:06.969792Z,66.08508854199317,True,0,3868,3868
93,4,1,2026-02-20T15:33:30.092195Z,2026-02-20T15:34:15.046982Z,44.95510154200019,False,1,2766,2766
93,4,2,2026-02-20T15:34:15.047045Z,2026-02-20T15:34:50.647770Z,35.601001166010974,False,1,4568,7334
93,4,3,2026-02-20T15:34:50.647821Z,2026-02-20T15:35:41.202959Z,50.555538874992635,False,1,5409,12743
93,4,4,2026-02-20T15:35:41.203036Z,2026-02-20T15:36:09.403197Z,28.200417208005092,True,0,3332,16075
103,4,1,2026-02-20T15:35:09.862125Z,2026-02-20T15:36:24.366421Z,74.50481904199114,True,0,4344,4344
104,4,1,2026-02-20T15:35:21.722181Z,2026-02-20T15:36:20.397692Z,58.67592437499843,False,1,3396,3396
104,4,2,2026-02-20T15:36:20.397747Z,2026-02-20T15:36:39.354082Z,18.956502208995516,True,0,1990,5386
96,4,1,2026-02-20T15:33:30.289950Z,2026-02-20T15:34:21.675940Z,51.386364124991815,False,1,2990,2990
96,4,2,2026-02-20T15:34:21.676003Z,2026-02-20T15:35:01.507744Z,39.83206975000212,False,1,2581,5571
96,4,3,2026-02-20T15:35:01.507821Z,2026-02-20T15:35:59.656297Z,58.148934915996506,False,1,3471,9042
96,4,4,2026-02-20T15:35:59.656385Z,2026-02-20T15:36:49.778712Z,50.1227133749926,True,0,3046,12088
110,4,1,2026-02-20T15:36:25.856594Z,2026-02-20T15:37:05.826666Z,39.970369875009055,True,0,2384,2384
111,4,1,2026-02-20T15:36:40.919436Z,2026-02-20T15:37:17.596207Z,36.677042709008674,True,0,2256,2256
107,4,1,2026-02-20T15:36:05.045601Z,2026-02-20T15:36:40.552154Z,35.506832250001025,False,1,2062,2062
107,4,2,2026-02-20T15:36:40.552228Z,2026-02-20T15:37:21.056989Z,40.50507899999502,True,0,2794,4856
109,4,1,2026-02-20T15:36:10.223977Z,2026-02-20T15:36:53.758395Z,43.53473033300543,False,1,2548,2548
109,4,2,2026-02-20T15:36:53.758452Z,2026-02-20T15:37:22.866744Z,29.108537000007345,True,0,2326,4874
105,4,1,2026-02-20T15:35:47.797718Z,2026-02-20T15:36:26.422572Z,38.62513591599418,False,1,2354,2354
105,4,2,2026-02-20T15:36:26.422627Z,2026-02-20T15:36:43.825272Z,17.402789625004516,False,1,3076,5430
105,4,3,2026-02-20T15:36:43.825313Z,2026-02-20T15:36:59.871813Z,16.046650707998197,False,1,3044,8474
105,4,4,2026-02-20T15:36:59.871876Z,2026-02-20T15:37:27.432057Z,27.560419625006034,True,0,2486,10960
106,4,1,2026-02-20T15:36:00.542834Z,2026-02-20T15:36:45.460944Z,44.91843695899297,False,1,2684,2684
106,4,2,2026-02-20T15:36:45.461000Z,2026-02-20T15:37:07.056655Z,21.595839917004923,False,1,3090,5774
106,4,3,2026-02-20T15:37:07.056712Z,2026-02-20T15:37:50.071896Z,43.01552816700132,True,0,3109,8883
112,4,1,2026-02-20T15:36:51.122155Z,2026-02-20T15:37:37.716982Z,46.595170290995156,False,1,2892,2892
112,4,2,2026-02-20T15:37:37.717052Z,2026-02-20T15:38:17.336533Z,39.61980920800124,True,0,4135,7027
113,4,1,2026-02-20T15:37:06.949223Z,2026-02-20T15:37:52.302922Z,45.354023334002704,False,1,2669,2669
113,4,2,2026-02-20T15:37:52.302986Z,2026-02-20T15:38:19.147704Z,26.844949749996886,True,0,2840,5509
114,4,1,2026-02-20T15:37:18.703531Z,2026-02-20T15:37:58.850830Z,40.14758212500601,False,1,2406,2406
114,4,2,2026-02-20T15:37:58.850883Z,2026-02-20T15:38:08.350631Z,9.499839167008759,False,1,2078,4484
114,4,3,2026-02-20T15:38:08.350673Z,2026-02-20T15:38:19.138487Z,10.787930541991955,True,0,1235,5719
118,4,1,2026-02-20T15:37:51.174646Z,2026-02-20T15:38:39.243265Z,48.068965541999205,True,0,2875,2875
